Crop Name,Year,Season,State,Area (Ha),Production (Tonnes),Inflation Rate (%),Production Cost (Per Tonne),Market Price (per Tonne),Supply (Tonnes),Demand (Tonnes),Import Volume (tonnes),Export Volume (tonnes),Interest Rate (%),Yield,Profit Margin (%),Category
Jowar,2017,Summer     ,Karnataka,113284.5,91082.1664,9.7905,53859.7875,83522.7448,57576.4218,67867.4357,44455.2044,84848.539,12.2408,0.8025,69.0043,wholesale
Linseed,2017,Rabi       ,Karnataka,39505.95,266752.7869,4.5475,36912.9563,67203.7361,30199.7656,85220.2356,47974.1027,52770.5168,9.6728,6.7517,58.7751,retail
Maize,2017,Kharif     ,Karnataka,80522.46,400861.1834,9.7156,48514.4634,38847.1311,44518.3772,41257.2847,48579.4017,52498.8973,15.2796,4.9755,120.268,direct
Maize,2017,Rabi       ,Karnataka,28393.02,86806.5106,3.4989,29607.6169,106419.9851,50815.4556,36107.2249,56058.3807,95771.2167,8.9238,3.0602,29.7674,wholesale
Maize,2017,Summer     ,Karnataka,10694.7,236031.9206,6.6554,26742.2211,72054.121,33082.3028,66467.1053,91789.0405,85083.3505,13.6211,22.0741,39.7077,retail
Mesta,2017,Whole Year ,Karnataka,43599.86,241566.3993,6.741,54711.9034,72964.7766,78455.396,44602.6825,69251.7054,37320.2518,10.0901,5.5426,80.2286,direct
Moong(Green Gram),2017,Kharif     ,Karnataka,116820.83,94808.7838,4.4191,34140.9501,105573.2727,79432.4237,60107.3891,21867.0229,90801.5268,13.696,0.8132,34.6038,wholesale
Moong(Green Gram),2017,Rabi       ,Karnataka,129674.3,304816.6138,1.1021,45442.0119,65019.0529,73099.4254,94254.5773,22113.4011,148647.9096,15.0014,2.354,67.303,retail
Moong(Green Gram),2017,Summer     ,Karnataka,19241.71,129111.1755,7.4686,54778.543,102802.4756,51285.7527,23855.3076,27986.3957,25786.3152,12.6474,6.7089,57.0203,direct
Niger seed,2017,Kharif     ,Karnataka,81872.3,383955.6114,6.3344,55413.2349,67315.4762,17114.6072,44807.9299,11703.3176,93699.2045,10.9354,4.6866,79.2763,wholesale
Onion,2017,Kharif     ,Karnataka,51053.88,40366.5311,3.6808,58529.9202,70044.9606,74754.6298,54434.7734,98395.3061,94018.2036,14.4129,0.7918,89.4092,retail
Onion,2017,Rabi       ,Karnataka,125796.54,153421.3294,1.8511,41055.9,90633.1302,13631.2222,22277.935,89258.8543,88096.4705,9.2555,1.2198,48.471,direct
Onion,2017,Summer     ,Karnataka,96692.52,104330.0183,9.0415,46442.9755,59425.2106,28434.4475,71325.7934,14410.7172,79988.5027,13.8565,1.0807,83.6205,wholesale
Other  Rabi pulses,2017,Rabi       ,Karnataka,188375.66,125024.5031,2.568,27510.2243,76771.3444,52856.1382,29569.3216,48528.7693,84111.0736,14.5306,0.6634,38.3381,retail
Other Kharif pulses,2017,Kharif     ,Karnataka,178313.82,330258.4104,9.7049,50707.514,49845.5327,97812.0063,46079.6249,55748.1449,135518.2713,9.63,1.8511,97.9692,direct
Potato,2017,Kharif     ,Karnataka,141825.33,126906.2693,6.9871,56020.8451,76418.4905,81919.5638,70118.3626,77479.5132,35864.153,13.054,0.8988,78.4417,wholesale
Potato,2017,Rabi       ,Karnataka,122027.73,459859.8171,4.9648,24304.9858,46306.4007,31407.0145,15154.4207,41551.096,19399.4638,15.7183,3.7664,50.5468,retail
Potato,2017,Summer     ,Karnataka,67749.68,116035.7113,4.2907,46310.8198,75645.9719,30431.7309,67346.1745,37431.8314,12492.4319,11.9412,1.712,65.5054,direct
Ragi,2017,Kharif     ,Karnataka,17907.89,504417.9341,1.5836,62795.1863,82091.9515,93716.1212,88003.7657,40290.8286,33354.0935,13.5462,28.1624,73.6588,wholesale
Ragi,2017,Rabi       ,Karnataka,141629,190289.5704,5.4998,30070.3598,81187.855,12723.3379,64772.3537,28991.7784,53927.6255,13.1824,1.3482,39.6328,retail
Ragi,2017,Summer     ,Karnataka,105326.9,21390.5091,6.2381,59935.087,54407.9592,46529.3138,25223.6129,57480.8173,38426.9849,14.3915,0.2033,117.8712,direct
Rapeseed &Mustard,2017,Kharif     ,Karnataka,98404.01,168146.7871,5.8957,45240.028,44798.7172,23607.7524,59869.2606,101237.4829,70634.3915,12.4762,1.712,108.0593,wholesale
Rice,2017,Kharif     ,Karnataka,167180.06,514377.0982,9.7691,27854.2721,58267.9521,63581.1655,91906.9545,20588.5441,85529.8829,12.2729,3.0816,46.0314,retail
Rice,2017,Rabi       ,Karnataka,170141.45,103692.0843,1.5729,29044.722,89718.8259,14925.2802,34685.8262,30881.0025,38104.1552,10.1222,0.6099,34.6359,direct
Rice,2017,Summer     ,Karnataka,78081.55,318962.7093,7.062,41369.4421,66632.9232,44951.9198,58463.9333,42016.5246,125321.2569,15.1512,4.0874,59.7916,wholesale
Safflower,2017,Rabi       ,Karnataka,10365.51,490771.1006,3.2207,35343.0523,57082.6382,96070.6241,76852.1722,58579.4612,131433.3109,15.6541,47.3475,59.6204,retail
Sannhamp,2017,Whole Year ,Karnataka,16312.12,119114.8717,8.4958,32088.5617,87248.6667,22475.7673,14240.095,19710.149,104866.5056,12.8507,7.2974,39.3546,direct
Sesamum,2017,Kharif     ,Karnataka,149094.07,44093.0201,0.2033,51339.5844,45354.4431,55089.9451,18448.3408,100296.878,87059.7047,10.0259,0.2996,121.124,wholesale
Small millets,2017,Kharif     ,Karnataka,24986.53,412437.5883,1.8939,48399.6845,67819.3606,18683.3342,78457.6323,27270.6941,127354.1606,10.3148,16.5101,68.7261,retail
Soyabean,2017,Kharif     ,Karnataka,132579.47,504672.4336,7.3937,53901.6566,42403.0086,66018.679,57447.6473,8785.2243,147116.6005,9.6621,3.8092,122.4187,direct
Sugarcane,2017,Whole Year ,Karnataka,182895.18,210642.8964,9.9938,51349.6531,49158.7104,13543.632,63517.661,35837.3923,91795.8885,13.8565,1.1556,111.7722,wholesale
Sunflower,2017,Kharif     ,Karnataka,180959.5,128536.7032,3.4454,49219.9037,45966.1942,55407.2108,47838.7584,16713.0683,63156.3755,9.2876,0.7062,114.5756,retail
Sunflower,2017,Rabi       ,Karnataka,44495.39,524313.0219,8.4316,43514.6637,75811.4688,61200.7686,60170.3907,58131.5592,120077.0478,14.338,11.7807,55.2762,direct
Sunflower,2017,Summer     ,Karnataka,42469.01,400866.7795,4.6866,58193.6192,56939.3545,63786.4771,32211.6759,43982.0932,31389.3488,15.2261,9.4374,98.4186,wholesale
Sweet potato,2017,Whole Year ,Karnataka,177032.66,282087.5026,2.0758,61944.7931,68025.5496,59776.7805,67333.0135,7725.9885,97918.1824,16.3068,1.5943,87.6865,retail
Tapioca,2017,Whole Year ,Karnataka,129711.5,461124.7925,8.1534,59508.7455,58269.2682,32404.5327,24228.5664,27844.4281,108454.13,13.4285,3.5524,98.3437,direct
Tobacco,2017,Whole Year ,Karnataka,142226.81,260479.3341,5.3714,61991.2632,101604.1826,29739.1092,59822.3625,18378.3521,56955.9288,11.9626,1.8297,65.2807,wholesale
Turmeric,2017,Whole Year ,Karnataka,164500.7,478260.0614,2.1614,31084.7412,69946.435,52455.7442,63245.2604,19368.4659,58682.1063,12.8614,2.9104,42.8,retail
Urad,2017,Kharif     ,Karnataka,146435.6,320829.6025,6.4521,52491.1184,78679.2079,53122.5789,44644.1343,8244.6924,139384.6414,15.2154,2.1935,64.2428,direct
Urad,2017,Rabi       ,Karnataka,82216.56,215717.8529,10.0366,48761.0128,43373.2525,75707.7965,46418.3976,34176.8914,76004.561,9.0094,2.6215,120.2894,wholesale
Urad,2017,Summer     ,Karnataka,191540.73,304675.9623,1.2091,51432.4604,41989.8174,101780.8182,25140.2064,60673.4084,32426.7031,12.0803,1.5943,117.9568,retail
Wheat,2017,Rabi       ,Karnataka,123370.99,300894.4432,9.7263,47902.1559,49446.8721,73014.5851,89631.4069,61422.5154,134866.2882,12.6795,2.4396,93.2933,direct
Arecanut,2017,Whole Year ,Kerala,50465.06,499852.4153,6.5805,25451.5229,67313.6144,83468.3781,67151.9695,37670.3558,48663.6321,12.5939,9.9082,36.4121,wholesale
Arhar/Tur,2017,Whole Year ,Kerala,93802.15,324293.5884,2.996,47046.3057,70204.0375,68224.6766,54518.9396,62509.0897,134655.8085,15.5578,3.4561,64.5317,retail
Banana,2017,Whole Year ,Kerala,162628.15,17165.3145,3.1886,38455.9819,92840.4011,17277.1937,57990.5118,87742.9853,80488.5672,10.1757,0.107,44.3194,direct
Black pepper,2017,Whole Year ,Kerala,140128.94,332731.2018,2.6215,46852.2826,61452.454,88901.592,71219.9597,42442.8019,137248.1296,9.6407,2.3754,73.4234,wholesale
Cardamom,2017,Whole Year ,Kerala,151001.39,530087.8012,10.5716,30313.6136,57027.255,98287.6427,50193.7321,8704.557,53156.5193,14.5734,3.5096,51.1888,retail
Cashewnut,2017,Whole Year ,Kerala,95389.03,157419.9943,10.1757,56337.0087,95810.4429,71945.7942,28819.9685,80753.3708,40772.2537,9.844,1.6478,62.916,direct
Coconut ,2017,Whole Year ,Kerala,71688.85,200580.4238,2.4396,22708.5244,77584.9938,27319.3898,77244.5198,93449.3595,93171.6196,8.988,2.7927,31.3189,wholesale
Cotton(lint),2017,Whole Year ,Kerala,190580.92,383945.9814,3.1886,63261.6421,56050.7409,90422.169,38436.3795,53141.4751,23708.2575,11.5881,2.0116,108.6906,retail
Garlic,2017,Whole Year ,Kerala,194880.87,467686.8992,10.5395,29543.449,64028.6074,102100.7054,64717.4413,61178.855,78337.2359,12.8614,2.3968,44.4371,direct
Ginger,2017,Whole Year ,Kerala,78524.37,30628.215,8.0357,37309.1666,97506.9814,33403.6238,23964.3941,11227.4244,29755.3518,8.6777,0.3852,40.9382,wholesale
Groundnut,2017,Whole Year ,Kerala,35007.94,260217.0343,10.1008,62933.4624,86792.7183,21967.3354,49761.3665,71209.0243,16815.2212,13.8351,7.4365,77.5857,retail
Jowar,2017,Whole Year ,Kerala,189480.82,318830.7034,2.1935,45138.7418,64076.8751,84308.9915,77232.4502,27858.1134,116929.5786,15.7825,1.6799,67.838,direct
Maize,2017,Whole Year ,Kerala,55075.09,320031.8961,0.5885,40203.2812,78253.9043,101620.2326,57205.9878,50284.9068,136196.769,13.5569,5.8101,49.4768,wholesale
Onion,2017,Whole Year ,Kerala,24797.36,119858.0188,3.0923,45914.2243,100213.6962,16728.6261,17638.3294,28117.0427,34071.582,13.2145,4.8364,49.0274,retail
Other Kharif pulses,2017,Kharif     ,Kerala,36891.37,190037.5961,2.5038,61499.748,91035.6214,41065.6584,47800.1849,45224.3846,16449.3668,8.5707,5.1467,72.2892,direct
Potato,2017,Whole Year ,Kerala,102922.38,142780.2436,4.28,34141.1213,80741.237,29463.092,33831.6452,34709.4304,35381.6686,12.7651,1.391,45.2396,wholesale
Ragi,2017,Whole Year ,Kerala,141036.8,18170.7935,4.1944,63767.2706,55712.118,37438.0374,12037.3716,32185.3218,73852.9515,11.8128,0.1284,122.4722,retail
Rice,2017,Autumn     ,Kerala,28766.77,101302.1751,7.5114,35948.9077,76711.0071,46700.8562,60846.6521,78562.3104,50506.9746,11.1708,3.5203,50.1402,direct
Rice,2017,Summer     ,Kerala,37597.88,504978.047,6.3665,35112.7562,67194.9835,77922.4825,39109.4951,36266.901,108997.1122,12.0161,13.4285,50.3221,wholesale
Rice,2017,Winter     ,Kerala,98202.51,288743.0631,3.9376,48151.9902,66273.2106,49920.0903,73550.8477,20999.8307,29324.6554,10.5181,2.9425,69.9673,retail
Sesamum,2017,Whole Year ,Kerala,175589.6,322803.1105,10.3362,42473.8319,58866.9809,80233.5006,17019.0134,32311.9028,22650.5732,15.9751,1.8404,69.4858,direct
Small millets,2017,Whole Year ,Kerala,192487.85,142518.7784,9.8868,58206.0312,54122.8898,49550.7691,22077.4063,49820.6338,27491.3495,8.5814,0.7383,115.0678,wholesale
Sugarcane,2017,Whole Year ,Kerala,122494.05,271954.7417,6.0455,57325.4533,60847.7649,25252.9523,26051.7501,22642.5375,60111.1983,9.844,2.2149,90.7253,retail
Sweet potato,2017,Whole Year ,Kerala,84087.44,443633.7593,10.2506,51239.3147,35577.9708,91005.4367,64095.2149,20992.0197,101964.4623,14.6269,5.2751,138.6934,direct
Tapioca,2017,Whole Year ,Kerala,87339.81,253312.1959,10.5288,32865.7027,52002.9095,30180.7089,67144.4688,105333.475,68516.8936,12.198,2.8997,67.624,wholesale
Tobacco,2017,Whole Year ,Kerala,94448.76,444880.9941,5.2644,27439.8932,53541.8263,22690.0134,18555.5441,38716.9335,84115.9742,10.4432,4.708,49.3484,retail
Turmeric,2017,Whole Year ,Kerala,136728.66,309671.268,4.7829,48232.2295,54249.7811,92296.6592,90709.0253,67822.5278,151990.8357,11.8128,2.2684,85.6214,direct
Wheat,2017,Whole Year ,Kerala,20916.52,276207.339,5.7459,30972.862,74222.9361,89106.1011,18554.8486,17961.8653,140354.3931,13.2894,13.2038,40.1892,wholesale
Arecanut,2017,Whole Year ,Tamil Nadu,96776.35,304575.2967,9.9296,41897.7332,66097.2598,34412.9869,37315.2656,16598.4499,61366.5544,12.7116,3.1458,61.0435,retail
Arhar/Tur,2017,Kharif     ,Tamil Nadu,190540.03,75185.0908,2.0972,31021.119,45852.2606,13745.3484,35167.7221,60307.9713,102676.6436,9.0201,0.3959,72.3855,direct
Bajra,2017,Kharif     ,Tamil Nadu,145581.23,66773.2109,6.3879,25738.2615,59102.948,59964.191,26788.0813,77571.5225,52598.8032,12.2729,0.4601,46.5985,wholesale
Bajra,2017,Rabi       ,Tamil Nadu,180768.1,73421.581,3.0816,38133.088,62488.5992,38784.2365,77976.6887,46697.7746,93192.7842,9.3518,0.4066,65.2914,retail
Banana,2017,Whole Year ,Tamil Nadu,31900.71,329204.5888,4.9862,47014.1843,58029.4812,77793.7722,33735.1954,68403.067,98602.64,9.7156,10.3148,78.0244,direct
Black pepper,2017,Whole Year ,Tamil Nadu,119951.56,312550.9483,7.1262,30035.1568,68659.9205,24009.9333,24121.0421,52597.7011,92110.9072,9.737,2.6108,42.1259,wholesale
Cardamom,2017,Whole Year ,Tamil Nadu,148015.43,340907.1788,8.346,52082.9455,52745.0936,37008.6357,85375.2786,26672.7032,100646.7894,10.058,2.3005,95.0909,retail
Cashewnut,2017,Whole Year ,Tamil Nadu,157424.44,395848.64,2.3433,38292.4645,62610.8146,50605.5002,32857.5386,55520.2349,60723.0243,16.264,2.5145,58.8928,direct
Castor seed,2017,Kharif     ,Tamil Nadu,81282.77,65632.4732,3.2528,33662.949,58254.4915,26867.0259,49743.3584,33579.8421,76430.9988,8.9131,0.8025,61.8353,wholesale
Coconut ,2017,Whole Year ,Tamil Nadu,184548.62,19095.6694,10.5288,28392.3751,106512.722,71147.7454,52675.8325,73830.4815,13615.4076,10.1864,0.107,28.5262,retail
Coriander,2017,Whole Year ,Tamil Nadu,39136.85,317249.9924,1.391,31136.5827,77816.6702,83640.9049,33433.541,45186.4745,31277.0523,13.2145,8.1106,38.5307,direct
Cotton(lint),2017,Kharif     ,Tamil Nadu,132240.41,311322.9735,0.0535,26613.1363,48896.5925,94708.589,42954.294,44348.0546,84940.2273,14.873,2.354,52.4086,wholesale
Cotton(lint),2017,Rabi       ,Tamil Nadu,177093.5,263959.9799,3.2207,36110.9485,67489.1586,36101.1901,26941.6049,41102.5627,33869.4055,8.7205,1.4873,57.2557,retail
Cowpea(Lobia),2017,Kharif     ,Tamil Nadu,38088.29,107703.7604,7.6077,27796.674,66190.093,59745.1406,39389.4178,48961.0386,36923.4423,14.3273,2.8248,44.94,direct
Cowpea(Lobia),2017,Rabi       ,Tamil Nadu,81448.45,286591.2931,2.1935,61403.4373,47683.4051,13573.1961,43883.7495,17424.4471,151539.8735,14.2417,3.5203,124.013,wholesale
Dry chillies,2017,Whole Year ,Tamil Nadu,97042.26,193946.8839,7.9073,39076.3786,84284.1033,51925.5378,19437.2027,57671.2024,100235.6419,12.5618,2.0009,49.6052,retail
Garlic,2017,Whole Year ,Tamil Nadu,35531.16,407127.2639,7.3081,46702.5682,65759.5999,55623.4043,27448.0787,64990.0987,125542.7255,14.5199,11.4597,68.3944,direct
Ginger,2017,Whole Year ,Tamil Nadu,100200.3,275650.3505,2.14,45235.4912,43501.3422,30747.7554,15526.235,30564.229,90718.0347,10.3576,2.7499,100.1413,wholesale
Gram,2017,Rabi       ,Tamil Nadu,24728.2,167056.96,10.0259,55857.8306,82121.9436,13629.446,57278.919,81847.4565,87666.9618,10.6465,6.7517,72.7814,retail
Groundnut,2017,Kharif     ,Tamil Nadu,94545.59,65356.9054,8.1641,32803.3324,83828.3796,23087.9357,13525.0247,43721.5482,33941.4807,10.1329,0.6955,41.8691,direct
Groundnut,2017,Rabi       ,Tamil Nadu,73948.99,108215.6377,5.4356,35714.7275,43451.1057,45855.7916,56200.0166,72065.1955,78398.2901,13.5034,1.4659,87.954,wholesale
Horse-gram,2017,Kharif     ,Tamil Nadu,181294.18,533351.6008,4.9327,41928.4208,72187.443,53757.7095,39447.7542,45637.4153,94839.9101,16.1356,2.9425,55.9289,retail
Horse-gram,2017,Rabi       ,Tamil Nadu,79014.95,484446.1273,1.3268,42033.3985,46947.1274,96034.7149,60966.4921,57596.7411,71610.4776,13.7281,6.1311,86.2206,direct
Jowar,2017,Kharif     ,Tamil Nadu,122783.82,137378.5626,5.136,55981.5012,96458.7238,69743.1671,21006.9997,82793.176,32222.7183,12.1445,1.1235,62.1028,wholesale
Jowar,2017,Rabi       ,Tamil Nadu,119243.78,446756.1477,4.2372,46792.0737,55331.9256,83984.7066,30973.2579,35406.7601,119596.4359,9.5765,3.745,81.4377,retail
Maize,2017,Kharif     ,Tamil Nadu,179870.94,383978.3382,0.856,47726.6759,64213.7816,60588.7821,89630.2941,27102.5008,92091.6472,9.6942,2.14,71.5723,direct
Maize,2017,Rabi       ,Tamil Nadu,155581.85,131811.695,8.3139,53226.3047,53025.8081,56288.9871,51013.0739,53873.2909,88098.8459,11.128,0.8453,107.4066,wholesale
Moong(Green Gram),2017,Kharif     ,Tamil Nadu,111614.39,422717.4207,5.0718,51948.2325,85465.9611,65111.3083,86494.0706,20263.9168,124049.0055,12.5404,3.7878,58.529,retail
Moong(Green Gram),2017,Rabi       ,Tamil Nadu,155006.24,259339.9018,9.2662,34683.9109,51568.7677,73416.0491,43349.6376,62044.5278,75942.8113,14.8623,1.6692,71.9682,direct
Onion,2017,Kharif     ,Tamil Nadu,68804.52,223807.4809,5.2109,43210.4199,64354.4973,66417.6285,65174.6844,33561.3632,29801.961,14.0598,3.2528,71.8398,wholesale
Onion,2017,Rabi       ,Tamil Nadu,173711.88,281753.2774,1.7655,38795.0542,62996.8813,68012.7631,39016.6619,38310.6331,39993.604,14.5948,1.6264,59.2994,retail
Other  Rabi pulses,2017,Rabi       ,Tamil Nadu,191230.96,364211.2117,8.4316,26207.6384,38355.9048,20398.0734,75012.5961,27689.6526,20977.3821,15.5685,1.9046,65.7943,direct
Other Cereals,2017,Kharif     ,Tamil Nadu,149786.99,474193.7939,6.2809,30173.0049,57496.7496,102558.3016,44302.2372,12888.1179,28791.6135,15.2582,3.1672,50.5361,wholesale
Other Cereals,2017,Rabi       ,Tamil Nadu,133701.7,275511.6571,6.634,38202.6059,39458.6361,71261.4864,79958.7888,13439.0074,126156.21,11.2457,2.0651,93.2398,retail
Other Kharif pulses,2017,Kharif     ,Tamil Nadu,193296.82,14971.6219,5.0611,46334.9055,101153.2632,32213.1953,80553.9977,35820.283,41594.2384,10.1008,0.0749,49.0167,direct
Potato,2017,Kharif     ,Tamil Nadu,134150.93,378080.4554,4.8899,23903.586,36836.5583,42981.8893,74247.3963,51892.4106,109373.1851,15.4936,2.8141,62.488,wholesale
Potato,2017,Rabi       ,Tamil Nadu,54231.65,471051.5249,1.0486,40618.5589,34683.2796,95165.5967,12652.4611,67084.9233,34749.1809,10.4432,8.6884,112.778,retail
Ragi,2017,Kharif     ,Tamil Nadu,177298.8,482483.5226,3.7985,27584.065,45147.5693,48375.128,42041.477,57261.2854,36248.0369,15.3117,2.7178,58.8393,direct
Ragi,2017,Rabi       ,Tamil Nadu,11082.76,293375.3713,3.1137,44231.5209,73242.1955,34311.2299,77782.8689,47172.0307,53702.0267,11.5239,26.4718,58.1545,wholesale
Rapeseed &Mustard,2017,Rabi       ,Tamil Nadu,152420.07,287479.0507,0.6634,48063.4691,83072.3069,28683.3509,28088.0778,36679.4823,115002.5407,13.9421,1.8832,55.7149,retail
Rice,2017,Autumn     ,Tamil Nadu,154253.48,405597.8915,5.9706,55166.9423,82190.5199,83251.6817,19765.0186,54159.5908,85828.124,12.4441,2.6322,64.6387,direct
Rice,2017,Summer     ,Tamil Nadu,115484.32,70193.6264,7.2653,44847.6376,50690.2014,26462.3947,37382.0764,94990.855,99974.808,13.5569,0.6099,94.6629,wholesale
Rice,2017,Winter     ,Tamil Nadu,69847.93,267898.9709,10.2934,31959.9477,59728.1169,66994.3692,53182.2314,30296.5685,53164.4159,9.9724,3.8306,57.2557,retail
Sesamum,2017,Kharif     ,Tamil Nadu,76419.45,258642.6898,2.3433,45398.4629,68194.8022,41921.8617,56535.697,28317.6677,51280.5739,9.8012,3.3812,71.2299,direct
Sesamum,2017,Rabi       ,Tamil Nadu,63256.21,465395.4193,0.4173,38455.051,56837.6724,89637.7734,27022.5718,66408.9615,120547.4947,15.7825,7.3616,65.1523,wholesale
Small millets,2017,Kharif     ,Tamil Nadu,117700.28,307156.3186,3.6915,41199.8043,85800.0686,101355.8356,47332.3488,10276.0125,66849.2986,13.7174,2.6108,46.2454,retail
Small millets,2017,Rabi       ,Tamil Nadu,101778.68,534131.7271,5.0076,51522.7363,81492.4519,25240.7757,67734.6166,64246.3096,138341.7445,16.4994,5.243,60.883,direct
Sugarcane,2017,Whole Year ,Tamil Nadu,61491.62,425831.4845,4.1195,56149.5982,71361.0713,23719.8349,43792.5213,29041.0198,147465.6987,12.2408,6.9229,75.7774,wholesale
Sunflower,2017,Kharif     ,Tamil Nadu,46780.46,87083.1163,5.5319,60059.6885,100891.9478,28586.0986,82645.4839,81443.7669,59977.7479,10.8605,1.8618,63.6971,retail
Sunflower,2017,Rabi       ,Tamil Nadu,13683.08,88208.9489,2.4824,26667.3639,82796.3218,74432.2067,11737.8144,37372.1896,39557.4078,12.7544,6.4414,34.4647,direct
Sweet potato,2017,Whole Year ,Tamil Nadu,148581.65,360184.8124,6.4093,58851.0486,74851.7109,42559.8385,94019.6374,11664.6906,98869.1021,13.5462,2.4289,75.7132,wholesale
Tapioca,2017,Whole Year ,Tamil Nadu,12938.72,165617.2857,1.0165,52887.5855,81962.1605,12665.5044,70662.8642,57044.4713,31135.4485,12.6474,12.7972,69.0471,retail
Tobacco,2017,Whole Year ,Tamil Nadu,198851.47,513251.4475,2.7713,35311.3268,40685.6479,31543.3967,18305.0357,64994.5927,109205.0774,12.2301,2.5787,83.5777,direct
Turmeric,2017,Whole Year ,Tamil Nadu,182199.3,516208.2106,3.6915,34260.8008,61821.925,69275.3631,82030.0413,42559.8064,112926.3341,12.0054,2.8355,53.3716,wholesale
Urad,2017,Kharif     ,Tamil Nadu,48367.03,18759.9783,8.7312,49940.3989,92406.8692,38431.5217,45247.8604,55193.4141,24900.3445,11.1387,0.3852,57.8228,retail
Urad,2017,Rabi       ,Tamil Nadu,86370.4,120350.4007,0.7918,62275.0807,83492.528,82042.0895,45637.426,61417.0905,49662.6483,11.2885,1.391,79.8113,direct
Arhar/Tur,2017,Kharif     ,Arunachal Pradesh,96978.68,61957.6652,2.2577,41751.9778,92312.9125,69584.4112,49966.8707,89731.4412,64303.1908,13.1075,0.642,48.3961,wholesale
